Assets - Total,Cash,Debt in Current Liabilities - Total,Long-Term Debt - Total,Earnings Before Interest,Gross Profit (Loss),Liabilities - Total,Retained Earnings,Total debt/total asset,total asset/total libiilities,EBTI/total asset,gross profit/rev,EBTI/REV,Dividends per Share - Pay Date - Calendar,Sales/Turnover (Net),Stockholders Equity - Total,Interest and Related Expense - Total,Market Value - Total - Fiscal,Book Value Per Share,Common Equity - Liquidation Value,Comprehensive Income - Parent,Employees,Inventories - Total,Earnings Per Share from Operations,Revenue - Total,Operating Activities - Net Cash Flow,Financing Activities - Net Cash Flow,Net Cash Flow
1138.8,34.7,1.1,663,60.9,230.8,914.5,-639.1,0.582191781,1.24527064,0.053477345,0.265898618,0.07016129,0,868,224.3,54.5,290.166,3.8805,224.3,-78.9,3.6,68,-0.89,868,6.1,-9.7,-3.6
9020.538,1402.7,0,1746.787,937.365,4619.796,6566.736,-110.496,0.193645545,1.373671486,0.103914534,0.801562943,0.162638577,0.66,5763.485,1893.729,98.089,10846.4391,14.0419,1784.267,241.126,18.21,0,3.46,5763.485,1366.959,48.149,1415.108
10831,3028,0,2762,1519,4060,5530,6132,0.255008771,1.958589512,0.140245591,0.58157857,0.217590603,0.528,6981,5301,113,18516.9205,15.8165,5298,79,21.4,1072,2.56,6981,711,-97,614
2751.127,648.277,150,556.7,34.976,34.976,2109.704,-264.617,0.202353436,1.304034594,0.012713335,0.019571263,0.019571263,0.48,1787.11,581.922,37.945,,1.8254,401.516,14.498,6.656,32.508,0.02,1787.11,183.543,-53.236,130.307
5348.5,124.9,7.6,2371.7,1199.5,1669,3827.1,1088.3,0.443432738,1.39753338,0.224268486,0.285172402,0.204951645,1.6,5852.6,1521.4,89.7,7677.6224,15.4664,1521.4,303.7,14,664.9,4.67,5852.6,736.1,-351.1,385
11262,53,4,2857,922,1068,4926,-1420,0.253684958,2.286236297,0.081868229,0.175976273,0.151919591,1.715,6069,6336,136,14307.7022,16.1456,5456,371,1.111,137,1.1,6069,800,1039,1839
223357,3368,1337,7387,2232,2232,204460,7926,0.033072615,1.092423946,0.009992971,0.088804011,0.088804011,1.44,25134,18872,336,,26.8744,16474,2611,16.275,0,2.93,25134,1804,-1940,-136
3524.3,653.8,0,598.1,560.7,1765.2,1332.9,2741,0.16970746,2.644084327,0.159095423,0.759912179,0.24137931,0,2322.9,2191.4,17.2,13731.564,20.3284,2191.4,737.8,9.1,296.8,3.61,2322.9,1022.3,-153,869.3
6928.7,1129,519.5,1768.9,900,2280.2,4406.4,1101.9,0.255300417,1.572417393,0.129894497,0.51266947,0.202351777,2,4447.7,2522.3,122.6,7617.335,40.7981,2522.3,257.9,12.5,616.9,7.52,4447.7,572,-147.7,424.3
902337,10808,1300,22475,12249,12249,829678,42669,0.024907546,1.087574939,0.013574751,0.165232288,0.165232288,1.325,74132,72560,1285,,61.7999,69953,11854,68,0,6.03,74132,16376,2256,18632
3823,511.7,209.6,983,556.1,1295.5,2175.6,-957.1,0.25712791,1.7572164,0.145461679,0.409734961,0.175880827,0,3161.8,1647.4,34.1,4397.433,3.7468,1626.5,195.6,24.5,729.9,0.49,3161.8,481.3,91.4,572.7
18974.03,682.134,297.622,9485.615,2100.488,3188.668,15316.353,-295.574,0.499926215,1.238808612,0.110703314,0.668135083,0.440124128,0.4,4772.49,3657.677,673,6686.4682,3.6487,3657.677,-10.905,17.4,0,0.21,4772.49,1270.072,1207.744,2477.816
40665,2116,474,19900,2859,2859,28679,3414,0.489364318,1.417936469,0.07030616,0.180173935,0.180173935,0.54,15868,11967,1148,9073.0679,28.8374,9708.5,-65,9.806,1247,0.51,15868,1510,1265,2775
1183.925,6.306,4.499,343.364,-224.901,-168.977,520.991,-401.132,0.29002175,2.272448085,-0.189962202,-0.213384435,-0.284005354,0.36,791.89,662.934,14.917,304.4772,7.0801,637.794,-234.115,2.879,6.47,-2.71,791.89,154.498,73.193,227.691
5323,822,142,839,675,1043,3502,365,0.157617885,1.519988578,0.126808191,0.138899987,0.089892129,0,7509,1821,37,4693.2912,19.6949,865,-582,25.5,537,2.37,7509,284,-359,-75
1885.192,160.023,31.904,745.958,290.985,540.987,1180.846,-213.022,0.395693383,1.596475747,0.154352978,0.416893613,0.224237899,0,1297.662,675.927,12.982,3011.8903,14.2034,672.203,47.094,7.9,89.043,3.06,1297.662,251.051,61.414,312.465
2793.2,452.5,0.6,450.7,309.7,309.7,1199.7,1538.9,0.161356151,2.328248729,0.110876414,0.324905581,0.324905581,0.31,953.2,1588.1,33.1,,8.3218,1540.8,154.1,1.209,0,0.82,953.2,218.4,-238.3,-19.9
1762.091,389.699,100,666.796,207.915,472.46,1013.65,-83.387,0.378411785,1.738362354,0.117993339,0.491087438,0.216112358,0,962.069,748.441,29.404,1846.6655,5.3539,748.441,-19.211,3.528,163.125,0.56,962.069,126.423,747.648,874.071
527.767,31.26,3.75,336.563,74.964,131.764,382.209,-766.612,0.637711339,1.380833523,0.142039953,0.544393856,0.309719961,0.1,242.038,145.558,13.904,564.907,1.6697,145.558,24.75,1.01,0,0.31,242.038,54.412,-43.317,11.095
3339.64,636.154,304.256,986.78,598.133,1397.891,1876.842,560.126,0.295474961,1.779393257,0.179101041,0.751005986,0.321342267,0,1861.358,1462.798,41.728,26511.0408,10.1846,1462.798,351.037,3.7,191.144,2.62,1861.358,501.271,-166.748,334.523
7817.433,610.917,80.828,4598.581,993.463,1727.582,5547.302,-1052.82,0.588246935,1.409231551,0.127083021,0.706931405,0.406527849,7.5737,2443.776,2270.131,289.557,12799.1352,40.2142,2270.131,-458.912,3.866,0,3.11,2443.776,689.42,107.401,796.821
1668.318,135.118,5.549,612.235,104.528,323.112,906.057,-240.657,0.366977399,1.841294753,0.062654722,0.551653961,0.178462221,0,585.715,762.261,36.767,1286.2326,7.3205,761.186,-154.983,8,30.501,0.14,585.715,51.336,-10.917,40.419
4669,1219.5,0,2547.3,1540,2404,4626.1,5809.1,0.545577211,1.00927347,0.329835082,0.720990913,0.461866059,1.12,3334.3,42.9,107.4,19580.019,-0.919,-187.8,808.1,9.9,0,4.36,3334.3,1018.6,-1064.5,-45.9
1601.289,279.042,128.045,374.642,158.101,290.038,885.825,128.672,0.233962764,1.807680975,0.098733583,0.218778216,0.119256976,0,1325.717,715.464,24.381,627.5879,8.5844,715.464,0.104,16.857,145.187,0.23,1325.717,129.81,-77.141,52.669
21981,2367,233,7528,4800,9265,14067,7898,0.342477594,1.562593303,0.218370411,0.584358247,0.302743614,1.78,15855,7914,275,56120.4347,16.2284,7875,2904,27,3597,5.29,15855,3054,-2259,795
2026.746,9.338,0,806.052,478.655,495.657,1255.884,337.468,0.397707458,1.613800319,0.236169209,0.832999175,0.804425682,0,595.027,770.862,46.516,345.0286,12.6232,770.862,163.746,0.023,0,2.71,595.027,274.258,206.433,480.691
66815,1631,2835,13865,5476,13462,38962,7211,0.207513283,1.714876033,0.081957644,0.393119963,0.159911225,0.57,34244,27853,778,60431.7593,16.6803,27750,-2245,104,3480,1.77,34244,3562,-2688,874
17930.452,4921.305,0.33,26.403,4684.639,10086.608,11645.115,10886.183,0.001472523,1.539740226,0.261267201,0.316445801,0.146970551,1.95,31874.678,6285.337,17.621,50946.1289,9.1201,5731.977,3122.296,305,0,4.61,31874.678,3486.085,-3165.416,320.669
15435,635,167,2142,829,829,13369,464,0.13877551,1.154536615,0.053709103,0.218043135,0.218043135,1.18,3802,2007,135,8007.5918,11.1079,1985,-11,22.1,0,2.26,3802,477,-323,154
7063,323,504,1663,1127,1971,5174,3239,0.235452357,1.365094704,0.159563925,0.395862623,0.226350673,1.2,4979,1889,56,10519,14.0597,1884,525,20,1709,4.64,4979,644,827,1471
465.4,21.815,14,238,49.695,49.695,285.565,94.336,0.511388053,1.629751545,0.106779115,0.214475303,0.214475303,0.66,231.705,179.835,11.902,313.3746,6.1376,179.585,19.683,0.198,3.517,0.68,231.705,46.78,13.594,60.374
21432,362,2345,2855,1671,3342,12705,3122,0.133212019,1.686894923,0.077967525,0.058466437,0.029233218,1.28,57161,8690,353,13245.8597,53.2316,7756,-971,35,5554,3.19,57161,1399,-1058,341
9634.7,1083.3,0,1425.5,1809.7,3728.5,3112.1,8371.1,0.147954788,3.095883808,0.187831484,0.797830227,0.38724242,0.86,4673.3,6522.6,63.1,19247.374,38.4255,6520.8,438.8,10,1169,6.16,4673.3,1052.8,-562.4,490.4
2192,2.9,873.2,678.7,295.6,967.2,1747.1,273.6,0.309625912,1.254650564,0.134854015,0.164834603,0.05037749,0,5867.7,444.9,54.1,2165.5421,15.5974,444.9,109.9,8.3,886,4.42,5867.7,84.2,144.1,228.3
2761.2,644.1,1.8,592.1,83.1,393.3,1106.1,-219.1,0.214435753,2.496338487,0.030095611,0.166892981,0.035262667,0,2356.6,1655.1,27.7,3165.0114,20.8326,1612.9,-63.6,10,,-1.37,2356.6,-21.3,1502.2,1480.9
1515.187,301.212,24,2334,360.388,856.427,2899.442,1863.789,1.540403924,0.522578827,0.23785051,0.578699737,0.243519227,0,1479.916,-1389.808,121.401,1408.6764,-24.5073,-1389.808,70.57,21,32.382,2.07,1479.916,231.619,-29.421,202.198
5838,1610,5,888,545,1859,3947,1002,0.152106886,1.479098049,0.093353888,0.112258454,0.032910628,0,16560,1743,35,,29.451,1744,273,13.4,0,4.61,16560,1223,198,1421
7962.358,104.671,0.582,1636.311,1225.483,4745.152,5959.446,1553.004,0.205505831,1.336090301,0.153909558,0.482041752,0.124492107,0.24,9843.861,2002.912,73.408,11639.2267,27.4094,2002.912,477.805,73,3936.955,7.56,9843.861,708.991,575.911,1284.902
2168.1,552.5,0,353.6,336.5,1022.6,1004.6,821.7,0.163092108,2.158172407,0.155205018,0.427240443,0.140589095,0.52,2393.5,1163.5,32.6,5309.8684,27.1446,1163.5,166.5,7,212,3.98,2393.5,233.1,-6.3,226.8
6678.956,378.461,93.116,3631.945,514.722,1565.397,4769.211,-1871.662,0.543789329,1.400432063,0.077066236,0.604702971,0.198833857,0,2588.704,1909.745,207.693,3186.414,14.2611,1195.836,-204.163,9.8,365.165,-1.78,2588.704,231.523,-118.155,113.368
1487.402,23.781,0,0,125.116,249.773,332.623,734.666,0,4.471735268,0.084117138,0.140798013,0.070528377,0.84,1773.981,1154.779,5.802,1129.7556,30.8996,1154.779,47.211,7.1,0,1.46,1773.981,126.925,-236.257,-109.332
7839,341,265,1968,774,1691,5310,939,0.25105243,1.476271186,0.098737084,0.290699673,0.133058277,0,5817,2529,148,4914.5541,8.1615,2529,338,15.334,46,0.79,5817,912,-417,495
7056.651,1113.608,1.2,928.4,3184.446,4533.694,5198.943,814.838,0.131563825,1.357324171,0.451268739,0.823610776,0.578500455,0,5504.656,1857.708,50.219,20638.7098,30.7486,1857.708,258.778,2.45,0,3.8,5504.656,16.483,541.712,558.195
2539.5,147.1,26.6,2333.6,520.9,595.3,3436.8,46.9,0.918921047,0.738914106,0.205119118,0.199090331,0.17420822,1.88,2990.1,-897.3,126.5,3335.8766,-5.7295,-894.8,106.5,23.168,17.8,0.93,2990.1,349.1,-332.4,16.7
6123.377,574.188,64.413,939.565,415.368,496.276,3850.897,320.579,0.153439026,1.590117056,0.067833158,0.05938601,0.049704294,0,8356.783,2272.48,40.842,3264.165,22.6076,2186.517,134.551,43.3,0,2.33,8356.783,360.625,-233.757,126.868
1465.958,37.587,7.027,909.152,127.508,460.417,2066.242,-1116.631,0.620176021,0.709480303,0.0869793,0.510782165,0.141456141,0,901.396,-600.284,80.471,379.5633,-22.4733,-600.284,-295.163,3.052,0,-5.32,901.396,121.063,-7.813,113.25
893.234,42.389,5.859,326.498,74.714,141.065,637.271,-22.209,0.36552348,1.401654869,0.083644375,0.174838349,0.092601796,0,806.831,255.963,19.967,515.0552,4.254,255.963,10.034,1.928,117.292,0.32,806.831,48.802,35.128,83.93
1604,194.2,57.8,557.9,148.6,469.6,965.6,161.2,0.347817955,1.661143331,0.092643392,0.385139014,0.121873206,0,1219.3,637.4,45.1,1504.5455,26.5882,637.4,-26.5,4.9,159.7,1.35,1219.3,32.2,177,209.2
1462.225,131.912,15.94,1224.804,236.372,409.563,1405.688,-345.804,0.837630324,1.040220163,0.161652276,0.648749982,0.374414512,0.6,631.311,56.537,61.959,1614.3979,1.6854,52.537,64.55,3.464,0,2.13,631.311,166.527,155.39,321.917
9062.861,2182.164,0,7345.262,1580.397,2117.35,8851.77,166.992,0.810479384,1.023847321,0.174381688,0.389672819,0.290853073,6.25,5433.661,211.091,348.562,15090.0656,-0.2837,-28.779,731.146,16.8,72.223,7.31,5433.661,1098.317,-235.625,862.692
12087,427,0,2313,996,996,6293,2610,0.191362621,1.920705546,0.082402581,0.284571429,0.284571429,0.58,3500,5794,117,8095.4082,34.3197,5793,-201,3.687,0,2.86,3500,687,-485,202
47880,6155.5,3053.3,15402.5,2331.6,2331.6,38816.5,1481.8,0.321689641,1.233496065,0.048696742,0.619546155,0.619546155,0.5,3763.4,9063.5,862.5,,50.1263,9068.9,1069.7,3.36,1218.1,3.62,3763.4,1278.3,821.9,2100.2
2922.451,185.123,0,1073.472,244.599,298.844,1551.686,634.115,0.367319076,1.883403601,0.083696527,0.470773937,0.385320884,0,634.793,1370.765,63.933,887.8583,38.5512,1370.765,88.418,1.641,0,2.51,634.793,165.48,-19.664,145.816
8725.293,405.862,0,1500,1626.391,1707.551,4224.661,2502.676,0.171913998,2.065323821,0.186399586,0.636905392,0.606633241,0.62,2681.012,4500.632,72.865,9284.858,51.3812,4500.632,507.117,0.991,89.78,5.79,2681.012,1619.365,522.433,2141.798
9492,2634,0,3920,2689,4627,6660,-2679,0.412979351,1.425225225,0.283291193,0.337146604,0.19593413,1.83,13724,2832,202,18553.946,8.6728,2832,1581,52.1,985,4.87,13724,2558,-1311,1247
1407.732,68.055,3.239,692.326,182.043,245.553,929.847,-479.385,0.491802417,1.51393939,0.129316518,0.678422531,0.502954853,0.7176,361.947,477.885,28.637,1332.26,5.2012,477.885,22.025,0.924,5.649,0.42,361.947,145.629,419.781,565.41
9644.782,745.472,198.5,329.215,422.182,699.559,6459.6,2524.991,0.034134001,1.493092761,0.043773099,0.351672553,0.212233453,1.36,1989.234,3185.182,36.168,,61.5477,2755.182,362.425,0.997,0,7.65,1989.234,266.261,-99.738,166.523
750.602,11.497,37.394,282.496,95.974,130.261,644.319,-1189.311,0.376359242,1.164954006,0.127862702,0.537218577,0.395813142,0,242.473,106.283,35.293,171.0878,0.7082,106.283,3.366,0.193,0,0.02,242.473,82.082,-54.628,27.454
19955.736,921.83,0,990.79,802.71,1422.604,14075.796,5669.93,0.049649384,1.417734102,0.040224525,0.327297014,0.18467865,1.08,4346.523,5879.94,74.695,,52.2326,5193.278,647.346,1.25,0,7.38,4346.523,862.182,-686.015,176.167
9286.8,1160.1,54.7,2218.1,398.4,612.1,5211.5,3563.6,0.238844381,1.781982155,0.042899599,0.179275401,0.116685704,0.08,3414.3,4075.3,169.1,3546.588,23.2343,4075.3,786.6,0.765,13.7,-2.27,3414.3,1542.5,-990.6,551.9
2716.015,54.609,33.799,1690.818,179.562,200.322,2153.79,-465.011,0.622536326,1.261039841,0.066112301,0.828345063,0.742501054,0.595,241.834,562.225,91.563,1143.6339,3.8118,383.745,-55.112,0.145,0,-0.62,241.834,87.665,201.036,288.701
1749.56,102.776,103.152,493.718,307.847,307.847,1065.38,-5784.217,0.282195523,1.642193396,0.175956812,0.350811598,0.350811598,0,877.528,684.18,64.852,547.7897,24.4551,684.18,146.076,3,0,4.24,877.528,156.507,-152.548,3.959
14019.504,78.1,0,5628.782,1465.164,1676.178,8316.46,2309.712,0.401496515,1.685753794,0.104508975,0.548647169,0.479577992,0,3055.111,5703.044,174.726,5507.337,34.1243,5694.974,64.807,1.282,0,0.8,3055.111,1815.302,423.855,2239.157
5573.492,114.605,63.515,1801.047,790.111,2656.631,2852.835,1662.936,0.323145166,1.953667843,0.141762292,0.394155159,0.117226038,0,6740.064,2720.657,64.542,8533.0984,8.9657,2720.657,321.283,29.5,1433.847,1.29,6740.064,370.897,519.003,889.9
30098.143,130.481,4.393,28022.957,737.18,737.18,28372.465,1707.695,0.93105269,1.06082228,0.024492541,0.625759726,0.625759726,0.4,1178.056,1725.678,273.237,,37.3126,1725.448,307.926,3.1,0,6.47,1178.056,357.449,-180.727,176.722
1225.065,0,0,196.014,5.202,24.238,434.695,-575.274,0.160002939,2.818217371,0.004246305,0.064990468,0.013948363,0,372.947,790.37,20.471,730.6997,6.4034,790.37,-349.714,0.096,0,-2.86,372.947,169.207,-131.638,37.569
43989.734,701.514,21.679,646.243,264.336,264.336,41849.858,1550.596,0.014690769,1.051132217,0.006009038,0.12117306,0.12117306,0.2,2181.475,2139.876,48.492,,28.1333,2139.876,801.228,0.418,0,1.83,2181.475,707.786,2043.948,2751.734
2662.6,62.5,66.4,1535.9,366.4,1226.6,2447.3,981.1,0.576842184,1.087974503,0.137609855,0.410261556,0.122550003,0,2989.8,202.7,88.6,3344.019,3.3284,202.7,66.9,7.1,217.2,2.42,2989.8,225.2,-238.1,-12.9
1637.2,266.8,3.9,622.5,305.7,417.1,983.6,574,0.380222331,1.664497763,0.186721231,0.325224172,0.238362573,2.4,1282.5,653.6,20.1,2918.2695,19.4472,653.6,167.9,1.963,199,4.68,1282.5,242.9,64.6,307.5
1642.5,167.7,3.9,344.7,196.5,398.9,861.4,-618.7,0.209863014,1.906779661,0.119634703,0.241479508,0.118953932,0.6,1651.9,781.1,19.9,1508.6665,6.741,781.1,-84.6,2.485,423.6,0.86,1651.9,87.7,89.6,177.3
14925,75,0,1303,1644,1644,9167,3864,0.087303183,1.628122614,0.110150754,0.815880893,0.815880893,0.44,2015,5758,92,,36.3724,5758,1298,0.3,0,6.3,2015,577,-585,-8
111358,4918,0,6854,132,132,94561,5625,0.061549238,1.17763137,0.001185366,0.013797429,0.013797429,0,9567,16797,479,4221.95,30.0443,14923,717,5.3,0,-0.56,9567,2438,205,2643
15329,5137,45,1501,5514,5514,8505,12909,0.097918977,1.802351558,0.359710353,0.582075372,0.582075372,0.44,9473,6824,48,,5.8912,6790,3179,10.3,0,3.15,9473,3407,-2339,1068
594.044,9.517,4.65,464.785,112.619,250.063,668.154,-503.006,0.782408374,0.889082457,0.189580233,0.460578857,0.207427449,0,542.932,-74.11,36.768,245.5526,-4.7625,-74.11,-63.268,3.1,83.55,1.88,542.932,6.892,20.693,27.585
2709.107,23.666,0,1360.057,569.205,656.204,2199.799,118.894,0.502031481,1.231524789,0.21010798,0.69168174,0.59997913,0.4,948.708,509.308,86.922,557.0987,6.7103,509.308,-11.661,0.339,0,-0.16,948.708,511.423,126.395,637.818
1299.223,227.116,16.081,610.177,107.557,117.5,640.359,1.566,0.469647628,2.028897853,0.082785634,0.817874917,0.748665298,1.24,143.665,658.864,33.96,,10.181,658.864,71.188,0.065,0,1.15,143.665,-26.531,-8.167,-34.698
442.013,70.091,0,250,54.03,126.51,383.177,-166.78,0.565594225,1.153547838,0.122236224,0.150653236,0.064341114,0,839.743,58.836,20.716,194.1323,2.0173,58.801,-3.35,6.85,83.776,0.3,839.743,9.519,0.514,10.033
5213.99,880.601,0.12,765.671,1315.064,1508.423,2012.102,2476.095,0.146849342,2.591314953,0.252218359,0.341631581,0.297839129,0.582,4415.35,3201.888,44.411,8118.3723,21.9089,2911.511,601.706,3.55,525.776,5.43,4415.35,1032.376,164.64,1197.016
6625.188,48.014,29.876,2367.195,191.223,615.802,3655.02,822.971,0.357302314,1.812627017,0.02886303,0.455839659,0.141550412,3.78,1350.918,2970.168,73.196,5053.7881,39.2061,2787.163,1028.923,3.2,28.08,6.05,1350.918,251.615,632.422,884.037
22361.691,3506.319,99.734,9892.913,5178.269,6838.429,13341.109,3021.947,0.442404512,1.676149337,0.231568757,0.468904265,0.355068748,2,14583.849,9020.582,283.489,46426.6853,9.0367,7213.586,2742.947,48.5,41.674,3.54,14583.849,4832.844,-3721.786,1111.058
2220.265,6.679,9.849,1356.753,252.441,393.077,1893.352,-35.556,0.611077056,1.172663615,0.11369859,0.618300306,0.39708339,1.5495,635.738,326.913,82.537,1401.658,6.3951,322.087,-19.489,1.96,0,0.76,635.738,187.785,60.204,247.989
18283,2374.6,54.5,3778,2235.4,2719.6,7562.4,10695.2,0.206640048,2.417618745,0.122266586,0.30031582,0.246847324,1,9055.8,10720.6,162.9,16778.201,29.1209,10703.1,440.6,9.1,1718.3,2.65,9055.8,2293.7,-2340,-46.3
730.6,72.6,1.4,232.9,123,206.2,441.9,19.8,0.318779086,1.65331523,0.168354777,0.228425834,0.136257893,1.02,902.7,288.7,11.5,1009.402,17.2379,288.7,27.6,2,111.3,4.34,902.7,94.5,10.2,104.7
2916.6,109.9,26.4,1728.9,183.8,221.7,2100.1,-932.2,0.592779264,1.38879101,0.063018583,0.389494027,0.322909346,0.2994,569.2,816.5,178.6,328.788,2.9359,356.2,-223.3,0.316,19.3,-0.83,569.2,65,-182.4,-117.4
4118.347,284.763,442.814,913.806,356.822,356.822,3024.036,1031.149,0.221886597,1.361871023,0.086642044,0.436401039,0.436401039,0,817.647,1077.721,36.042,3847.6912,27.2598,1060.325,167.125,2.004,0,4.87,817.647,296.413,526.707,823.12
11002,860,267,4939,1247,2355,9051,-1546,0.448918378,1.215556292,0.113343029,0.203403006,0.107704267,0.5,11578,1951,221,5545.0393,7.3043,1778,-153,16,2025,1.81,11578,760,1197,1957
2244.484,165.904,25.77,803.222,275.537,329.452,1214.996,115.821,0.357864881,1.847318016,0.122761846,0.697561461,0.583405146,0,472.291,1029.488,69.623,548.0754,21.3946,1029.488,14.412,0.202,0,0.31,472.291,261.717,-121.103,140.614
2702.243,250.187,32.131,851.04,220.016,834.511,1631.571,-643.038,0.314938368,1.656221519,0.081419769,0.446531441,0.117726503,0,1868.874,1069.898,37.272,4222.0796,9.1232,1033.79,-157.807,5.2,124.275,-0.26,1868.874,199.067,-128.071,70.996
5348.43,153.156,36.257,1806.098,514.005,1342.163,3188.884,1308.344,0.337687508,1.677210585,0.096103903,0.601652595,0.230413476,0,2230.794,2159.546,55.383,8372.8351,31.5852,2159.546,144.785,8.8,0,2.95,2230.794,628.099,-397.861,230.238
583.065,17.773,30.074,353.83,60.141,360.597,542.865,-340.873,0.606844863,1.07405156,0.103146304,0.224797643,0.037492145,0,1604.096,40.2,30.349,674.8126,0.4093,40.2,18.15,3.8,138.156,0.19,1604.096,27.493,30.424,57.917
1293.9,51.1,43.9,806.6,113.6,222.5,1210,-42.3,0.62338666,1.069338843,0.087796584,0.143086817,0.073054662,1,1555,83.9,37.2,532.4601,3.4155,70,-82.5,2.142,241.2,1.03,1555,35.5,516.1,551.6
68279,652,2042,2247,1910,2422,55722,3164,0.032909094,1.225350849,0.027973462,0.573797678,0.452499408,2.6,4221,12392,96,,109.3805,12360,810,2.902,0,9.34,4221,1514,-1334,180
928.853,29.319,97.149,245.242,86.932,145.078,606.783,-29.599,0.264026708,1.530782833,0.093590697,0.106930927,0.064073942,0.6,1356.745,322.07,29.553,635.1275,13.9654,322.07,19.542,1.8,341.757,1.19,1356.745,-27.115,67.886,40.771
1739.108,326.577,11.674,780.897,388.001,716.473,1120.202,842.96,0.449021567,1.552494996,0.223103453,0.743547035,0.402662756,0,963.588,618.906,24.864,1531.3352,11.2357,618.906,162.269,1.576,0,2.94,963.588,319.662,-33.599,286.063
1618.953,0,0,701.14,345.157,380.28,1046.818,-578.182,0.433082369,1.546546773,0.213197665,0.692630916,0.628658906,0.42,549.037,572.135,38.996,995.5051,4.546,572.135,-61.011,0.193,0,0.4,549.037,344.007,96.729,440.736
2132.767,267.27,36.789,749.085,307.485,605.572,1580.072,55.99,0.351226833,1.349791022,0.144171867,0.186675224,0.094786138,0,3243.987,548.714,45.604,986.2173,32.2182,548.966,-68.77,27,166.531,3.81,3243.987,171.049,49.411,220.46
3903.004,51.981,14.373,1445.488,366.876,681.653,2143.747,581.488,0.370352682,1.820645813,0.093998366,0.231374542,0.124529293,0,2946.102,1759.257,42.036,3648.9664,41.2361,1759.257,57.312,6.181,594.098,3.39,2946.102,211.957,885.189,1097.146
988.985,62.508,37.575,428.601,169.912,891.136,745.368,344.953,0.433374621,1.326841238,0.171804426,0.701551523,0.133764119,0,1270.236,232.457,7.674,1308.0313,7.1904,232.457,57.365,5.2,12.138,1.97,1270.236,148.58,169.608,318.188
5404.8,567.6,0,646.4,174.9,862.7,4626.1,-2278.7,0.119597395,1.168327533,0.032360124,0.349441024,0.070844135,0.71,2468.8,778.7,48.9,2512.6862,2.6526,456.2,11,4,8.9,-0.35,2468.8,368.5,-163.5,205
10648,661,484,4732,1245,2255,11781,-2113,0.444402705,0.903828198,0.116923366,0.16990657,0.09380651,0,13272,-1133,322,2578.8406,-4.1921,-1201,267,24.4,163,0.45,13272,941,502,1443
16014,367,1107,6046,3911,5603,9663,3441,0.377544648,1.657249301,0.244223804,0.894333599,0.624261772,0,6265,5604,328,22716.694,11.6469,5601,767,6.8,0,1.76,6265,1318,-734,584
5065,1279,18,2375,314,476,3277,133,0.468904245,1.545620995,0.061994077,0.274035694,0.180771445,1,1737,1788,136,2749.1372,13.985,1610,-539,3.4,770,-3.33,1737,141,-132,9
2226.4,53.2,1.6,799,236.6,565.2,1545.4,-1345.7,0.358875314,1.440662612,0.106270212,0.334596259,0.140066304,0,1689.2,681,49.7,1008.3181,6.0852,681,-15.4,5.24,229.9,0.84,1689.2,171.7,-142,29.7
409.833,93.452,3.114,380.157,52.765,84.117,527.917,-108.053,0.927590018,0.776320899,0.128747563,0.185344239,0.116262929,0.32,453.842,-118.084,19.339,144.7159,-4.855,-118.084,-70.646,8,0.573,-0.34,453.842,4.758,57.503,62.261
148810,3028,571,9558,3059,6154,139505,9365,0.064229554,1.066700118,0.020556414,0.500487964,0.248780091,2.26,12296,9305,328,,44.3668,8124,1686,12.209,0,8.37,12296,2399,-1657,742
3281,443,2,1164,377,733,2283,-435,0.354769887,1.437144109,0.114903993,0.144775825,0.074461782,1.28,5063,998,75,3063.6,13.4865,998,-328,19,70,0.18,5063,411,-478,-67
1192.409,88.109,110.612,298.342,204.132,233.552,696.993,255.594,0.250201064,1.710790496,0.171192938,0.318622221,0.278486124,1.6,733.006,495.416,7.622,1099.628,23.2023,495.416,95.678,2.865,117.007,4.72,733.006,136.799,177.479,314.278
5682.558,431.159,5.5,1542.526,1308.487,1534.507,2894.914,889.102,0.271449231,1.962945359,0.23026373,0.101263709,0.086348414,3.08,15153.573,2787.644,99.407,3634.4738,11.6393,1119.708,558.985,5.7,678.67,6.27,15153.573,737.633,-393.68,343.953
5988.361,1382.029,47.485,2015.915,435.521,1866.681,4335.659,-1112.613,0.336638857,1.381188188,0.072727913,0.271834977,0.063422642,0,6866.964,1483.847,106.312,5253.1753,6.4463,1296.954,-158.447,7.9,12.824,0.17,6866.964,269.409,240.864,510.273
1358.804,15.861,0,984.332,307.972,493.993,1225.437,-25.437,0.724410585,1.108832196,0.226649318,0.453033349,0.282436364,0.5,1090.412,133.367,52.953,989.6669,3.7854,133.367,55.139,1.9,133.987,1.57,1090.412,158.318,136.579,294.897
14520.5,492.8,13.1,5054.6,1855.9,2644.9,7829,2639.6,0.348100961,1.854706859,0.127812403,0.411798593,0.288954973,0.96,6422.8,6691.5,172.8,17720.78,23.014,6556.7,581.8,40,0,2.63,6422.8,1164.9,-198.1,966.8
1088.08,0,7.792,367.811,157.144,288.482,547.686,59.669,0.338036725,1.986685802,0.144423204,0.296577071,0.161553606,0.2967,972.705,540.394,23.725,1368.5012,2.5058,540.037,118.293,1.61,141.485,0.33,972.705,46.02,66.18,112.2
